,Mar_16_Provisions,Mar_14_Provisions,Mar_13_Sundry_Debtors,Mar_16_Total_Liabilities,Mar_16_Cash_and_Bank,Mar_15_Misc_Expenses,Mar_15_Total_Liabilities,Mar_17_Net_Current_Assessts,Mar_15_Gross_Block,Mar_14_Misc_Expenses,Mar_14_Secured_Loan,Mar_15_Total_Assests,Mar_15_Share_Capital,Mar_13_Misc_Expenses,Mar_13_Reserves_Surplus,Mar_16_Share_Capital,Mar_14_Net_Worth,Mar_16_Depreciation,Mar_16_Total_Current Liabilities,Mar_16_Investments,Mar_14_Share_Capital,Mar_17_Loans_And_Advances,Mar_15_Net_Block,Mar_13_Unsecured_Loan,Mar_17_Misc_Expenses,Mar_15_Reserves_Surplus,Mar_13_Net_Block,Mar_13_Net_Worth,Mar_15_Investments,Mar_14_Net_Current_Assessts,Mar_16_Unsecured_Loan,Mar_17_Total_Current_Assets,Mar_15_Secured_Loan,Mar_15_Total_Current Liabilities,Mar_15_Capital_Work_In_Progress,Mar_15_Current_Liabilities,Mar_16_Reserves_Surplus,Mar_13_Capital_Work_In_Progress,Mar_15_Unsecured_Loan,Mar_13_Depreciation,Mar_13_Net_Current_Assessts,Mar_16_Inventories,Mar_13_Total_Assests,Mar_14_Reserves_Surplus,Mar_14_Total_Liabilities,Mar_13_Total_Current_Assets,Mar_13_Total_Current Liabilities,Mar_13_Inventories,Mar_17_Inventories,Mar_13_Investments,Mar_15_Total_Current_Assets,Mar_15_Net_Worth,Mar_15_Net_Current_Assessts,Mar_13_Cash_and_Bank,Mar_14_Capital_Work_In_Progress,Mar_13_Share_Capital,Mar_13_Total_Liabilities,Mar_16_Misc_Expenses,Mar_17_Current_Liabilities,Mar_14_Sundry_Debtors,Mar_16_Net_Current_Assessts,Mar_13_Loans_And_Advances,Mar_15_Loans_And_Advances,Mar_16_Total_Current_Assets,Mar_14_Loans_And_Advances,Mar_16_Gross_Block,Mar_16_Current_Liabilities,Mar_17_Total_Assests,Mar_14_Total_Current_Assets,Mar_16_Secured_Loan,Mar_14_Unsecured_Loan,Mar_14_Total_Assests,Mar_13_Provisions,Mar_17_Total_Liabilities,Mar_17_Investments,Mar_17_Cash_and_Bank,Mar_14_Cash_and_Bank,Mar_13_Gross_Block,Mar_16_Capital_Work_In_Progress,Mar_17_Provisions,Mar_17_Capital_Work_In_Progress,Mar_14_Depreciation,Mar_15_Provisions,Mar_16_Loans_And_Advances,Mar_15_Inventories,Mar_17_Net_Worth,Mar_15_Cash_and_Bank,Mar_16_Sundry_Debtors,Mar_14_Inventories,Mar_16_Net_Block,Mar_17_Total_Current Liabilities,Mar_17_Gross_Block,Mar_14_Total_Current Liabilities,Mar_17_Depreciation,Mar_13_Secured_Loan,Mar_14_Net_Block,Mar_17_Secured_Loan,Mar_17_Sundry_Debtors,Mar_17_Share_Capital,Mar_17_Unsecured_Loan,Mar_16_Net_Worth,Mar_14_Current_Liabilities,Mar_15_Sundry_Debtors,Mar_13_Current_Liabilities,Mar_16_Total_Assests,Mar_17_Net_Block,Mar_17_Reserves_Surplus,Mar_15_Depreciation,Mar_14_Investments,Mar_14_Gross_Block,Mar_18_Provisions,Mar_18_Total_Current_Assets,Mar_18_Loans_And_Advances,Mar_18_Misc_Expenses,Mar_18_Gross_Block,Mar_18_Net_Worth,Mar_18_Investments,Mar_18_Current_Liabilities,Mar_18_Unsecured_Loan,Mar_18_Secured_Loan,Mar_18_Depreciation,Mar_18_Capital_Work_In_Progress,Mar_18_Sundry_Debtors,Mar_18_Net_Block,Mar_18_Total_Liabilities,Mar_18_Cash_and_Bank,Mar_18_Reserves_Surplus,Mar_18_Share_Capital,Mar_18_Inventories,Mar_18_Total_Assests,Mar_18_Total_Current Liabilities,Mar_18_Net_Current_Assessts,Dec_17_Misc_Expenses,Dec_16_Misc_Expenses,Dec_16_Capital_Work_In_Progress,Dec_16_Share_Capital,Dec_17_Gross_Block,Dec_16_Inventories,Dec_13_Loans_And_Advances,Dec_15_Net_Worth,Dec_13_Reserves_Surplus,Dec_13_Sundry_Debtors,Dec_17_Secured_Loan,Dec_14_Loans_And_Advances,Dec_17_Net_Current_Assessts,Dec_15_Total_Assests,Dec_14_Capital_Work_In_Progress,Dec_15_Misc_Expenses,Dec_17_Reserves_Surplus,Dec_17_Investments,Dec_14_Total_Liabilities,Dec_17_Unsecured_Loan,Dec_16_Total_Current Liabilities,Dec_17_Sundry_Debtors,Dec_13_Cash_and_Bank,Dec_15_Reserves_Surplus,Dec_13_Net_Block,Dec_17_Net_Block,Dec_13_Inventories,Dec_15_Capital_Work_In_Progress,Dec_17_Loans_And_Advances,Dec_13_Net_Current_Assessts,Dec_14_Total_Current Liabilities,Dec_16_Gross_Block,Dec_17_Capital_Work_In_Progress,Dec_13_Investments,Dec_15_Cash_and_Bank,Dec_14_Inventories,Dec_14_Secured_Loan,Dec_14_Net_Block,Dec_16_Net_Current_Assessts,Dec_13_Depreciation,Dec_17_Total_Liabilities,Dec_14_Net_Worth,Dec_17_Share_Capital,Dec_17_Inventories,Dec_14_Total_Assests,Dec_14_Net_Current_Assessts,Dec_16_Sundry_Debtors,Dec_13_Share_Capital,Dec_13_Total_Liabilities,Dec_16_Net_Block,Dec_14_Misc_Expenses,Dec_15_Current_Liabilities,Dec_14_Gross_Block,Dec_16_Loans_And_Advances,Dec_13_Capital_Work_In_Progress,Dec_14_Reserves_Surplus,Dec_14_Depreciation,Dec_14_Unsecured_Loan,Dec_15_Secured_Loan,Dec_13_Net_Worth,Dec_14_Cash_and_Bank,Dec_15_Unsecured_Loan,Dec_16_Current_Liabilities,Dec_17_Provisions,Dec_17_Total_Assests,Dec_15_Gross_Block,Dec_16_Unsecured_Loan,Dec_17_Net_Worth,Dec_15_Depreciation,Dec_15_Total_Current_Assets,Dec_14_Provisions,Dec_16_Investments,Dec_17_Total_Current_Assets,Dec_16_Reserves_Surplus,Dec_15_Net_Current_Assessts,Dec_15_Total_Liabilities,Dec_17_Current_Liabilities,Dec_13_Secured_Loan,Dec_14_Investments,Dec_16_Cash_and_Bank,Dec_15_Investments,Dec_15_Provisions,Dec_16_Total_Current_Assets,Dec_16_Provisions,Dec_14_Share_Capital,Dec_16_Total_Assests,Dec_13_Total_Current Liabilities,Dec_14_Total_Current_Assets,Dec_13_Current_Liabilities,Dec_14_Current_Liabilities,Dec_15_Net_Block,Dec_15_Loans_And_Advances,Dec_15_Total_Current Liabilities,Dec_14_Sundry_Debtors,Dec_13_Misc_Expenses,Dec_13_Total_Current_Assets,Dec_13_Unsecured_Loan,Dec_15_Sundry_Debtors,Dec_17_Depreciation,Dec_17_Cash_and_Bank,Dec_17_Total_Current Liabilities,Dec_15_Share_Capital,Dec_13_Total_Assests,Dec_13_Provisions,Dec_16_Total_Liabilities,Dec_15_Inventories,Dec_16_Depreciation,Dec_13_Gross_Block,Dec_16_Secured_Loan,Dec_16_Net_Worth
SAKUMA,3.86,6.72,16.16,224.82,36.16,0.0,205.65,231.63,10.32,0.0,102.96,205.65,16.43,0.0,47.95,16.43,74.82,7.43,227.51,1.1,16.43,32.61,3.21,0.0,0.0,60.77,4.11,64.37,1.07,173.73,4.47,529.18,126.99,200.67,0.0,195.25,72.41,0.0,1.46,5.49,79.41,61.92,83.8,58.39,177.78,92.27,12.86,57.4,92.3,0.28,402.05,77.2,201.37,8.09,0.0,16.43,83.8,0.0,290.35,92.37,220.64,10.61,38.06,448.15,45.23,10.51,223.66,235.31,196.1,131.52,0.0,177.78,2.7,235.31,1.06,27.13,16.9,9.6,0.0,7.2,0.0,6.28,5.42,87.34,34.08,104.45,25.49,262.72,41.6,3.08,297.55,10.75,22.37,8.12,19.43,3.93,119.44,377.14,16.43,11.42,88.84,15.65,304.42,10.15,224.82,2.63,88.03,7.12,0.12,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALASAR,2.99,2.01,37.31,117.92,2.55,0.0,142.39,98.19,64.74,0.0,49.49,142.39,4.98,0.0,46.18,4.98,56.55,5.4,37.71,19.64,4.88,38.47,53.77,1.01,0.0,65.97,8.75,51.06,0.23,67.99,0.0,182.99,64.99,51.74,0.02,46.61,70.07,0.0,6.45,0.0,53.44,41.42,80.59,51.68,108.65,84.34,30.9,31.9,61.08,18.41,140.11,70.95,88.37,1.81,0.0,4.88,80.59,0.0,80.32,54.22,73.85,13.32,19.14,111.57,29.24,29.82,34.72,144.79,126.08,42.87,2.61,108.65,2.22,144.79,19.24,5.78,3.67,8.75,0.0,4.48,0.0,0.0,5.13,9.1,56.7,91.01,3.15,58.49,38.96,24.42,84.8,34.01,58.09,6.65,28.53,22.25,51.77,77.66,9.96,2.01,75.04,56.08,61.11,28.68,117.92,27.36,81.06,10.97,18.41,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALONA,1.1,1.51,9.44,51.77,1.77,0.0,44.57,43.82,71.14,0.0,27.83,44.57,5.33,0.0,10.41,5.33,20.66,53.43,12.48,0.05,5.33,32.13,20.99,1.27,0.0,17.44,28.55,15.74,0.03,24.95,2.37,53.95,20.68,9.77,0.04,9.11,19.24,0.77,1.12,40.16,21.16,27.03,50.51,15.34,49.78,31.72,10.56,18.61,0.0,0.03,33.28,22.77,23.51,0.54,0.04,5.33,50.51,0.0,9.1,12.72,33.42,3.13,4.2,45.9,2.97,71.73,11.38,60.65,38.02,24.84,1.29,49.78,0.59,60.65,0.3,0.21,1.54,68.71,0.0,1.02,0.0,45.86,0.66,4.51,19.85,27.91,0.52,12.59,20.79,18.3,10.13,73.59,13.07,57.06,33.5,24.76,32.74,21.61,5.33,0.0,24.56,11.56,8.72,9.97,51.77,16.53,22.58,50.15,0.03,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALORAINTL,1.06,1.08,76.74,150.75,2.16,0.0,157.29,136.56,91.5,0.0,40.07,157.29,8.81,0.0,103.86,8.81,114.19,63.49,43.21,3.46,8.81,34.19,28.97,8.49,0.0,104.88,35.06,112.67,3.46,121.74,4.8,165.34,38.79,21.4,0.0,20.42,104.01,0.0,4.8,55.08,111.22,47.54,154.04,105.38,158.16,157.32,46.1,37.98,50.15,7.77,146.26,113.69,124.86,1.68,0.0,8.81,154.04,0.0,27.73,72.59,119.63,40.92,33.44,162.84,33.69,91.14,42.15,165.74,147.42,33.12,3.9,158.16,1.1,165.74,3.46,0.59,2.47,90.14,0.0,1.05,0.02,58.12,0.98,32.14,38.75,111.43,2.14,81.01,38.67,27.66,28.78,90.89,25.68,65.2,32.88,32.9,48.31,80.41,8.81,6.0,112.82,24.6,71.94,45.0,150.75,25.7,102.62,62.53,3.52,91.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALSTEEL,1.59,1.14,39.54,40.32,1.11,0.0,85.56,-104.98,309.59,0.0,110.51,85.56,84.97,0.0,12.51,84.97,70.05,171.15,209.94,0.0,84.97,16.85,146.82,48.98,0.0,-91.3,173.95,105.48,0.0,-60.76,3.0,132.09,83.07,203.12,56.4,201.79,-120.06,104.0,8.81,135.86,-11.01,29.2,266.95,-14.92,199.41,160.69,171.7,54.19,60.2,0.0,85.46,-6.33,-117.67,4.89,103.89,92.97,266.95,0.0,235.49,48.09,-124.19,62.07,39.53,85.75,65.16,310.96,208.35,52.53,152.92,72.41,18.85,199.41,1.14,52.53,0.0,1.24,1.07,309.81,24.7,1.58,24.7,153.21,1.33,15.05,31.66,-28.2,1.31,40.38,38.6,139.8,237.07,311.6,213.68,178.8,112.49,156.28,69.3,53.81,84.97,11.43,-35.1,212.54,12.96,170.56,40.32,132.8,-113.17,162.77,0.0,309.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALZERELEC,8.59,5.39,61.08,294.49,12.53,0.0,200.53,202.88,144.13,0.0,71.16,200.53,11.16,0.0,79.78,17.87,96.7,70.41,80.93,17.52,10.28,77.29,77.82,13.03,0.0,96.79,65.94,90.07,5.66,101.78,15.0,301.61,92.33,74.6,5.55,68.28,177.62,0.29,0.24,52.92,88.5,66.73,160.56,86.42,176.26,148.94,60.44,53.05,90.86,5.83,186.1,107.95,111.49,10.93,0.01,10.28,160.56,0.0,92.01,57.65,166.61,23.88,33.08,247.54,30.78,172.66,72.34,336.88,157.63,84.01,8.39,176.26,4.67,336.88,4.46,12.39,11.39,118.85,8.11,6.73,9.07,58.29,6.33,68.53,66.08,222.0,9.04,99.76,57.81,102.25,98.73,198.1,55.85,77.63,57.47,68.37,94.87,121.07,14.35,20.0,195.48,50.46,77.9,55.76,294.49,120.46,207.65,66.32,6.09,126.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAAV,2.58,2.35,27.41,67.56,2.34,0.0,66.92,26.8,74.99,0.0,19.59,66.92,14.61,0.0,33.64,14.61,50.54,38.45,6.86,5.02,14.61,22.71,27.79,0.0,0.0,27.8,44.31,48.25,5.01,27.59,0.0,34.8,16.99,6.25,0.13,4.19,32.41,0.22,0.0,28.61,25.39,0.51,69.94,35.93,70.13,36.38,10.99,0.48,0.21,0.02,32.72,49.94,26.47,0.26,0.0,14.61,69.94,0.0,5.12,21.34,30.2,8.22,21.23,37.06,15.99,69.99,4.28,89.17,38.02,13.01,0.0,70.13,2.09,89.17,5.01,2.98,0.37,72.92,0.81,2.87,19.2,33.2,2.06,26.75,0.44,70.08,0.45,7.45,0.33,31.54,7.99,79.22,10.43,41.07,21.69,41.53,19.09,8.9,19.82,0.0,54.55,8.08,10.6,8.9,75.09,30.62,42.74,39.67,1.01,74.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANCO,1.25,0.6,28.65,59.82,1.39,0.0,51.7,62.36,8.25,0.0,16.51,51.7,8.57,0.0,11.02,8.57,22.92,4.1,22.61,5.18,8.57,12.82,6.74,1.04,0.0,18.04,2.34,17.19,4.32,34.18,11.66,90.05,17.18,18.28,0.0,17.65,18.46,1.28,7.9,2.32,24.04,13.13,31.16,14.35,40.78,39.01,14.98,5.81,22.18,3.5,58.91,26.61,40.64,0.84,0.3,6.17,31.16,0.0,26.27,29.45,50.26,3.71,8.05,72.87,5.85,8.45,21.36,70.01,47.32,21.09,1.35,40.78,0.81,70.01,3.99,1.81,1.5,4.67,0.03,1.42,0.03,2.33,0.62,11.45,13.14,30.12,1.0,46.89,10.52,4.35,27.68,8.47,13.14,4.84,12.92,2.8,29.73,53.24,10.28,10.16,27.07,12.54,36.72,14.16,59.86,3.63,19.84,1.52,3.5,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDESH,2.28,5.32,49.63,584.4,72.57,0.0,464.3,169.82,144.85,0.0,47.31,465.3,7.57,0.0,350.05,7.57,400.88,7.22,117.57,338.64,7.57,36.09,70.77,17.68,0.0,445.71,73.6,358.62,170.62,229.41,4.78,269.17,10.03,84.86,0.71,79.3,562.59,0.22,0.0,60.98,192.56,23.3,426.29,392.31,457.04,300.17,107.61,25.16,43.55,158.92,307.06,454.27,222.2,27.32,0.25,7.57,426.29,0.0,96.71,51.16,118.61,198.06,169.14,236.19,198.52,79.82,115.3,591.23,319.19,9.47,8.85,457.04,32.56,591.23,284.9,121.22,38.02,135.59,54.55,2.64,62.99,66.27,5.56,77.13,60.6,589.24,20.88,63.19,31.48,72.6,99.34,86.78,89.78,13.26,50.0,67.47,0.0,68.31,7.57,1.99,570.15,84.46,56.45,75.05,584.4,73.52,581.67,74.09,158.92,134.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGAMIND,14.17,9.43,175.46,1022.09,3.61,0.0,906.41,469.59,1215.51,0.0,497.64,906.41,39.42,0.0,258.43,39.42,331.43,728.38,270.17,5.85,39.42,142.37,562.74,0.0,0.0,332.28,583.24,297.85,5.85,269.84,16.63,765.68,534.71,270.2,2.95,258.23,399.83,8.41,0.0,501.16,262.78,294.49,862.28,292.01,829.07,531.58,268.8,213.55,359.7,7.85,605.07,371.7,334.87,8.17,13.77,39.42,862.28,0.0,288.92,200.85,417.3,134.4,84.36,687.47,100.04,1313.12,256.0,1140.87,537.9,566.21,0.0,829.07,8.06,1140.87,5.9,5.47,3.28,1084.4,14.2,7.17,10.98,573.54,11.97,118.27,265.09,493.85,3.91,271.1,233.73,584.74,296.09,1445.76,268.06,791.36,564.43,537.61,647.02,258.14,39.42,0.0,439.25,258.63,251.71,260.74,1022.09,654.4,454.43,652.77,7.85,1111.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGHVIFOR,1.86,0.08,10.56,158.51,1.1,0.0,172.97,-12.6,170.96,0.0,65.68,172.97,15.02,0.0,48.12,14.89,55.84,28.53,41.68,0.0,13.85,4.92,150.59,3.73,0.0,35.59,145.8,60.81,0.0,-40.33,10.73,47.33,116.57,41.79,10.17,40.52,29.1,7.44,5.8,5.04,-34.28,21.96,118.97,41.98,124.91,36.15,70.43,14.73,20.53,0.0,54.0,50.6,12.21,2.69,7.7,12.69,118.97,0.0,57.5,11.75,1.67,8.17,6.08,43.36,6.34,184.92,39.82,135.61,35.45,103.79,3.39,124.91,0.42,135.61,0.0,0.89,2.09,150.85,0.45,2.44,0.36,12.02,1.27,6.2,19.81,21.47,2.43,14.1,15.28,156.39,59.94,185.25,75.78,37.39,54.42,157.54,100.43,20.99,14.89,13.72,43.99,75.7,25.69,70.01,158.51,147.86,6.58,20.38,0.0,169.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGHVIMOV,3.16,0.3,,1218.82,4.05,0.0,925.46,9.02,1717.03,0.0,248.34,925.46,8.66,,,8.66,648.92,126.16,277.46,8.04,8.66,54.59,891.29,,0.0,645.71,,,7.0,-88.06,0.0,236.87,251.64,174.93,17.5,165.58,746.77,,19.45,,,10.59,,640.26,917.02,,,,13.83,,184.6,654.37,9.67,,0.25,,,0.0,223.43,148.83,-44.81,,22.76,232.65,33.94,1377.22,274.31,1315.29,211.58,463.39,19.77,917.02,,1315.29,15.01,2.63,18.59,,4.54,4.42,16.77,707.99,9.35,62.94,10.22,861.36,28.1,155.07,10.22,1251.06,227.85,1514.2,299.65,239.71,,1004.83,421.84,165.81,8.66,32.09,755.43,299.34,123.53,,1218.82,1274.5,852.7,825.74,0.0,1712.83,2.59,188.0,38.25,0.0,1569.68,788.96,0.0,183.35,-48.04,518.55,331.84,19.58,134.52,1237.84,1259.47,2.84,780.3,8.66,12.39,1259.47,185.94,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,33.6,23.0,887.5,493.1,287.09,1627.16,1313.4,118.31,0.0,306.98,1227.1,1627.16,209.88,0.0,1977.8,0.2,1485.84,0.0,804.4,194.4,264.4,1603.87,688.28,769.0,340.0,22.06,637.8,511.71,741.77,1140.3,30.1,0.24,571.51,478.09,0.0,644.9,892.0,234.59,2026.4,1485.84,48.6,415.6,1485.84,627.36,144.8,23.03,1346.7,809.5,0.0,463.4,899.26,500.0,136.2,1459.35,250.9,0.0,0.0,1346.7,468.84,0.0,461.9,124.9,2026.4,1158.66,0.0,2026.4,281.53,1505.18,250.99,0.2,1977.7,1712.3,727.73,1627.16,625.7,0.0,0.24,558.5,0.24,314.05,1696.4,342.5,23.03,1735.6,498.09,1369.13,314.46,490.78,876.87,310.39,777.45,115.22,0.0,1009.8,0.0,144.06,118.5,729.9,750.6,23.03,1346.7,183.63,1735.6,479.22,330.5,933.14,0.0,1735.6
SANWARIA,14.92,4.08,475.14,1220.82,15.73,0.0,1096.27,1181.91,137.77,0.0,939.93,1096.27,34.8,0.0,178.21,84.81,279.57,48.13,255.88,36.3,34.8,119.56,55.88,28.23,0.0,228.12,79.62,255.5,36.3,1115.78,9.34,1368.62,745.36,325.51,37.78,310.59,248.71,9.48,46.3,39.4,523.61,534.12,660.24,203.08,1256.86,832.69,309.09,226.38,505.27,5.04,1250.14,304.61,924.63,44.67,4.18,34.8,660.24,0.0,168.91,457.56,1070.29,86.49,94.87,1326.17,124.35,162.36,240.96,1325.16,1193.17,841.19,37.37,1256.86,3.33,1325.16,36.3,16.63,67.96,161.51,0.0,17.8,0.0,33.56,14.93,102.54,538.86,412.04,35.33,673.77,543.29,77.46,186.72,162.36,77.39,55.4,376.5,59.01,903.74,727.16,36.8,9.38,370.29,73.31,581.08,305.75,1220.82,69.57,337.85,40.2,36.22,134.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARDAEN,37.71,32.49,62.5,1373.47,1.16,0.0,1422.03,336.95,1161.72,0.0,402.99,1422.03,35.95,0.0,884.41,35.98,984.93,519.15,288.94,458.02,35.85,307.22,689.63,33.0,0.0,995.35,754.21,920.26,450.91,245.87,31.52,610.76,352.87,357.85,38.78,316.91,1015.21,64.68,37.86,353.41,219.09,177.28,1440.5,949.08,1451.42,540.62,321.52,219.99,252.21,402.51,600.57,1031.3,242.71,7.24,65.39,35.85,1440.5,0.0,260.84,49.79,225.32,250.88,210.16,514.26,267.81,1170.74,251.23,1521.52,638.83,290.76,63.5,1451.42,15.11,1521.52,575.6,1.46,45.72,1107.62,38.53,12.97,67.04,409.97,40.94,309.01,335.03,1195.54,1.65,26.82,275.51,651.6,273.81,637.2,392.96,95.27,487.24,727.78,281.49,49.87,36.03,44.5,1051.19,360.47,53.73,306.42,1373.47,541.93,1159.51,472.09,412.37,1137.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAREGAMA,28.65,17.85,,190.82,23.77,0.0,190.72,19.89,123.65,0.0,5.79,190.72,17.4,,,17.4,175.12,42.53,82.44,48.02,17.4,66.22,53.08,,0.0,138.8,,,48.01,42.08,0.0,147.35,3.62,64.47,0.0,42.11,143.34,,0.68,,,0.97,,127.24,181.66,,,,9.89,,123.88,186.42,59.41,,0.0,,,0.0,101.29,39.19,58.84,,57.1,141.28,49.42,126.49,53.79,341.02,99.85,0.0,0.75,181.66,,341.02,123.18,15.65,9.18,,0.0,26.17,2.47,36.7,22.37,67.4,4.8,341.02,3.93,49.15,2.05,53.88,127.46,197.71,57.77,2.24,,58.9,0.0,55.59,17.4,0.0,190.82,39.92,58.05,,190.82,195.47,323.62,40.36,50.21,126.08,35.85,228.58,95.26,0.0,198.57,382.11,138.94,133.33,0.0,12.92,4.3,2.42,78.1,194.27,395.02,7.98,364.69,17.41,47.25,395.02,169.18,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARLAPOLY,3.51,6.52,53.72,358.86,98.68,0.0,302.54,164.96,164.31,0.0,91.33,302.54,8.35,0.0,99.28,8.35,123.07,76.38,71.76,32.53,6.95,91.44,98.02,0.0,0.0,183.34,94.33,106.23,8.26,104.21,0.0,270.73,110.84,55.24,0.0,46.34,218.14,9.75,0.0,47.06,92.94,51.31,202.22,116.12,214.4,137.1,44.16,45.53,42.16,5.2,251.5,191.69,196.26,20.67,0.88,6.95,202.22,0.0,93.62,61.36,201.96,17.17,67.06,273.72,22.75,200.75,68.25,385.65,156.52,132.37,0.0,214.4,5.22,385.65,32.6,72.13,31.55,141.39,0.0,12.15,0.0,56.39,8.9,72.94,48.76,257.3,85.58,50.79,40.86,124.38,105.77,276.9,52.31,88.81,95.99,101.51,128.35,65.0,8.35,0.0,226.49,45.79,50.1,38.94,358.86,188.09,248.95,66.29,7.8,157.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
